cement,slag,fly_ash,water,superplasticizer,coarse_agg,fine_agg,age_days,compressive_strength_mpa,cost_usd_per_m3,embodied_co2_kg_per_m3
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180.0,41.836714204,100.0726,401.7767
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28.0,28.23748958,81.5744,154.321
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3.0,8.06342182,81.5744,154.321
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180.0,44.207822168,81.5744,154.321
380.0,0.0,0.0,228.0,0.0,932.0,670.0,365.0,52.516697443999995,86.879,354.9018
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270.0,53.300631656,86.879,354.9018
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270.0,41.15137506,99.1226,362.3992
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180.0,52.1243856,86.119,323.3998
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28.0,37.427515183999994,100.0726,401.7767
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7.0,38.60376124,101.0226,441.1542
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365.0,55.260122448,85.359,291.8978
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365.0,52.908319811999995,84.599,260.3958
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180.0,41.719503284,79.2924,201.4762
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270.0,42.131120456,101.0226,441.1542
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365.0,53.69225402399999,83.079,197.3918
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270.0,38.407950056,96.2726,244.2667
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28.0,30.079769451999997,96.2726,244.2667
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90.0,37.721921436,98.1726,323.0217
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90.0,42.229026048,101.0226,441.1542
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180.0,36.251958603999995,96.2726,244.2667
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90.0,50.45930106,86.119,323.3998
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365.0,43.698299404,100.0726,401.7767
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365.0,38.995383608,96.2726,244.2667
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180.0,53.104130996,86.879,354.9018
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90.0,41.542997428,100.0726,401.7767
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7.0,35.076402024,100.0726,401.7767
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3.0,15.049192652,85.7624,327.9136
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180.0,40.759063216,99.1226,362.3992
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7.0,26.258003984,96.2726,244.2667
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7.0,32.823194456,99.1226,362.3992
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180.0,39.77931782,98.1726,323.0217
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180.0,46.931941843999994,83.079,197.3918
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90.0,33.116911232,96.2726,244.2667
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90.0,49.185149411999994,85.359,291.8978
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7.0,14.58931216,81.5744,154.321
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7.0,14.638264956,79.2924,201.4762
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365.0,41.934619796,101.0226,441.1542
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3.0,9.131420144,79.2924,201.4762
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0,50.94882902,85.359,291.8978
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,33.019005639999996,98.1726,323.0217
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270.0,54.378282643999995,85.359,291.8978
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270.0,51.732763232,84.599,260.3958
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3.0,9.86640156,78.7998,292.1733
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270.0,50.655112243999994,83.079,197.3918
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,48.695621452,84.599,260.3958
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270.0,55.064311264,86.119,323.3998
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360.0,44.698039603999995,81.5744,154.321
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,30.275580636,98.1726,323.0217
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0,40.856968808,83.079,197.3918
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28.0,71.98818916,108.612,452.2742
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3.0,34.39795764,133.5931,384.513
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3.0,28.79941252,131.2118,332.2846
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.398217439999996,143.4314,436.4508
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3.0,36.3009114,147.9362,440.4091
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3.0,28.99936056,148.8941,403.3141
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3.0,37.79707432,136.5688,468.2713
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3.0,40.1964508,182.7183,506.7565
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.398217439999996,143.4314,436.4508
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3.0,28.096147,128.0648,394.4168
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3.0,41.2996124,169.0258,546.5992
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.398217439999996,143.4314,436.4508
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3.0,25.2003478,136.8187,344.2416
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3.0,41.09966436,129.054,405.0535
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,135.0437,377.0099
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3.0,28.296095039999997,138.0215,346.3816
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3.0,28.59946448,142.2556,397.5824
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,135.0437,377.0099
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3.0,24.40055564,125.3753,308.2089
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,135.0437,377.0099
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3.0,39.300132,142.9176,444.2028
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3.0,40.59634688,160.1737,421.453
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,135.0437,377.0099
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3.0,24.0971862,126.9117,350.539
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7.0,46.20178676,133.5931,384.513
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7.0,42.79577532,131.2118,332.2846
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736,143.4314,436.4508
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7.0,46.80163088,147.9362,440.4091
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7.0,45.69846928,148.8941,403.3141
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7.0,55.59934464,136.5688,468.2713
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7.0,54.89607912,182.7183,506.7565
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736,143.4314,436.4508
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7.0,34.90127512,128.0648,394.4168
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7.0,46.89815752,169.0258,546.5992
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736,143.4314,436.4508
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7.0,33.398217439999996,136.8187,344.2416
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7.0,54.09628696,129.054,405.0535
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932,135.0437,377.0099
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7.0,49.80085148,138.0215,346.3816
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7.0,47.09810556,142.2556,397.5824
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932,135.0437,377.0099
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7.0,37.997022359999995,125.3753,308.2089
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932,135.0437,377.0099
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7.0,56.09576736,142.9176,444.2028
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7.0,59.09498796,160.1737,421.453
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,22.89749796,135.0437,377.0099
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7.0,35.101223159999996,126.9117,350.539
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28.0,61.09446836,133.5931,384.513
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28.0,59.79825348,131.2118,332.2846
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762,143.4314,436.4508
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28.0,61.79773388,147.9362,440.4091
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28.0,56.69561148,148.8941,403.3141
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28.0,68.29949256,136.5688,468.2713
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28.0,66.89985628,182.7183,506.7565
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762,143.4314,436.4508
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28.0,50.69717028,128.0648,394.4168
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28.0,56.3991368,169.0258,546.5992
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762,143.4314,436.4508
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28.0,55.49592324,136.8187,344.2416
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28.0,68.4994406,129.054,405.0535
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871315999999,135.0437,377.0099
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28.0,74.69782984,138.0215,346.3816
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28.0,52.20022796,142.2556,397.5824
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871315999999,135.0437,377.0099
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28.0,67.69964844,125.3753,308.2089
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871315999999,135.0437,377.0099
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28.0,65.99664272,142.9176,444.2028
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28.0,74.4978818,160.1737,421.453
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871315999999,135.0437,377.0099
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28.0,49.89737812,126.9117,350.539
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56.0,63.3973182,133.5931,384.513
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56.0,64.90037588,131.2118,332.2846
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176,143.4314,436.4508
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56.0,64.90037588,147.9362,440.4091
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56.0,60.19814956,148.8941,403.3141
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56.0,72.29845336,136.5688,468.2713
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56.0,69.29923276,182.7183,506.7565
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176,143.4314,436.4508
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56.0,55.19944856,128.0648,394.4168
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56.0,58.798513279999995,169.0258,546.5992
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176,143.4314,436.4508
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56.0,66.10006412,136.8187,344.2416
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56.0,73.69808963999999,129.054,405.0535
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,135.0437,377.0099
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56.0,80.19984832,138.0215,346.3816
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56.0,54.89607912,142.2556,397.5824
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,135.0437,377.0099
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56.0,72.99482412,125.3753,308.2089
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,135.0437,377.0099
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56.0,71.69860924,142.9176,444.2028
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56.0,79.40005615999999,160.1737,421.453
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,135.0437,377.0099
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56.0,59.89478012,126.9117,350.539
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91.0,64.90037588,133.5931,384.513
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91.0,66.59648684,131.2118,332.2846
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056,143.4314,436.4508
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91.0,66.69990824,147.9362,440.4091
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91.0,62.5009994,148.8941,403.3141
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91.0,74.19451236,136.5688,468.2713
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91.0,70.69886903999999,182.7183,506.7565
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056,143.4314,436.4508
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91.0,57.59882504,128.0648,394.4168
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91.0,59.19840936,169.0258,546.5992
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056,143.4314,436.4508
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91.0,68.09954452,136.8187,344.2416
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91.0,75.49762199999999,129.054,405.0535
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,135.0437,377.0099
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91.0,56.49566344,142.2556,397.5824
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,135.0437,377.0099
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91.0,76.80073164,125.3753,308.2089
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,135.0437,377.0099
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91.0,73.29819356,142.9176,444.2028
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91.0,82.5992248,160.1737,421.453
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,135.0437,377.0099
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91.0,67.79617508,126.9117,350.539
222.36,0.0,96.67,189.29,4.46,967.08,870.32,3.0,11.57630204,78.731,221.483
222.36,0.0,96.67,189.29,4.46,967.08,870.32,14.0,24.44881896,78.731,221.483
222.36,0.0,96.67,189.29,4.46,967.08,870.32,28.0,24.8900836,78.731,221.483
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56.0,29.447519959999997,78.731,221.483
222.36,0.0,96.67,189.29,4.46,967.08,870.32,100.0,40.7135578,78.731,221.483
233.81,0.0,94.58,197.89,4.567,947.04,852.16,3.0,10.38350856,80.0866,231.916
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14.0,22.13907436,80.0866,231.916
233.81,0.0,94.58,197.89,4.567,947.04,852.16,28.0,22.83544512,80.0866,231.916
233.81,0.0,94.58,197.89,4.567,947.04,852.16,56.0,27.66177712,80.0866,231.916
233.81,0.0,94.58,197.89,4.567,947.04,852.16,100.0,34.55653712,80.0866,231.916
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3.0,12.45193656,81.6701,202.3251
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14.0,24.986610239999997,81.6701,202.3251
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28.0,25.72434956,81.6701,202.3251
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,56.0,33.963587759999996,81.6701,202.3251
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100.0,37.34202016,81.6701,202.3251
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3.0,15.04436632,82.8938,199.3352
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14.0,21.0634918,82.8938,199.3352
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,28.0,26.40003604,82.8938,199.3352
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,56.0,35.34253976,82.8938,199.3352
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,100.0,40.56876784,82.8938,199.3352
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3.0,12.47262084,81.0934,214.6141
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,14.0,20.91870184,81.0934,214.6141
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28.0,24.90387312,81.0934,214.6141
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56.0,34.20490436,81.0934,214.6141
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,100.0,39.6103962,81.0934,214.6141
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,3.0,10.0318758,80.9205,228.6725
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,14.0,20.08443588,80.9205,228.6725
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,28.0,24.48329276,80.9205,228.6725
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,56.0,31.53663224,80.9205,228.6725
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,100.0,35.34253976,80.9205,228.6725
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3.0,9.4458212,86.9949,202.9729
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,14.0,22.7182342,86.9949,202.9729
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,28.0,28.46846404,86.9949,202.9729
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56.0,38.56239268,86.9949,202.9729
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,100.0,40.38950408,86.9949,202.9729
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,3.0,10.76272036,73.4396,170.7653
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14.0,25.48303296,73.4396,170.7653
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,28.0,21.53923024,73.4396,170.7653
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,56.0,28.62704352,73.4396,170.7653
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,100.0,33.5430074,73.4396,170.7653
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,3.0,7.74971024,82.009,178.253
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,14.0,17.8229546,82.009,178.253
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,28.0,24.24197616,82.009,178.253
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,56.0,32.8535314,82.009,178.253
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,100.0,39.2311844,82.009,178.253
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,3.0,17.9953236,92.7994,225.7538
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,14.0,30.38520732,92.7994,225.7538
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,28.0,45.70536404,92.7994,225.7538
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,56.0,50.77301264,92.7994,225.7538
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,100.0,53.90323368,92.7994,225.7538
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,3.0,13.18278112,92.3932,225.3981
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,14.0,17.83674412,92.3932,225.3981
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,28.0,40.2309246,92.3932,225.3981
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,56.0,47.13257936,92.3932,225.3981
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,100.0,49.973220479999995,92.3932,225.3981
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,3.0,13.35515012,83.8301,231.215
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,14.0,22.31833812,83.8301,231.215
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,28.0,24.53845084,83.8301,231.215
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,56.0,31.35047372,83.8301,231.215
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,100.0,40.85834776,83.8301,231.215
238.05,0.0,94.11,186.66,7.0,949.91,847.01,3.0,19.93275116,85.5637,240.338
238.05,0.0,94.11,186.66,7.0,949.91,847.01,14.0,25.68987576,85.5637,240.338
238.05,0.0,94.11,186.66,7.0,949.91,847.01,28.0,30.2335226,85.5637,240.338
238.05,0.0,94.11,186.66,7.0,949.91,847.01,56.0,39.58971192,85.5637,240.338
238.05,0.0,94.11,186.66,7.0,949.91,847.01,100.0,44.298833,85.5637,240.338
250.0,0.0,95.69,187.42,5.53,956.86,861.17,3.0,13.81709904,84.9347,248.594
250.0,0.0,95.69,187.42,5.53,956.86,861.17,14.0,24.91766264,84.9347,248.594
250.0,0.0,95.69,187.42,5.53,956.86,861.17,28.0,29.21999288,84.9347,248.594
250.0,0.0,95.69,187.42,5.53,956.86,861.17,56.0,38.32797084,84.9347,248.594
250.0,0.0,95.69,187.42,5.53,956.86,861.17,100.0,42.34761592,84.9347,248.594
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,3.0,13.54130864,86.9567,220.8997
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,14.0,26.310404159999997,86.9567,220.8997
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,28.0,31.64005364,86.9567,220.8997
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,56.0,42.54756396,86.9567,220.8997
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,100.0,42.919881,86.9567,220.8997
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,3.0,13.33446584,90.2186,224.0465
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,14.0,25.3727168,90.2186,224.0465
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,28.0,37.404073,90.2186,224.0465
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,56.0,44.395359639999995,90.2186,224.0465
212.57,0.0,100.39,159.35,10.37,1003.8,903.79,100.0,47.73931824,90.2186,224.0465
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,3.0,19.51906556,86.2651,218.8579
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,14.0,31.35047372,86.2651,218.8579
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,28.0,38.500339839999995,86.2651,218.8579
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,56.0,45.08483564,86.2651,218.8579
212.0,0.0,124.78,159.0,7.84,1085.4,799.54,100.0,47.8151606,86.2651,218.8579
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,3.0,15.43736764,86.2564,234.4858
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,14.0,26.77235308,86.2564,234.4858
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,28.0,33.72916592,86.2564,234.4858
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,56.0,42.69924868,86.2564,234.4858
231.75,0.0,121.62,173.96,6.72,1056.4,778.45,100.0,45.83636448,86.2564,234.4858
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,3.0,17.22311048,86.539,250.2825
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,14.0,29.93015316,86.539,250.2825
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,28.0,29.65436276,86.539,250.2825
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,56.0,36.96970312,86.539,250.2825
251.37,0.0,118.27,188.45,5.75,1028.4,757.73,100.0,43.58177796,86.539,250.2825
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,3.0,13.12072828,87.739,251.4105
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,14.0,24.42813468,87.739,251.4105
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,28.0,32.66047812,87.739,251.4105
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,56.0,36.63875464,87.739,251.4105
251.37,0.0,118.27,188.45,6.35,1028.4,757.73,100.0,44.20920112,87.739,251.4105
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,3.0,13.62404576,82.1149,190.4817
181.38,0.0,167.01,169.59,7.56,1055.6,777.8,14.0,21.60128308,82.1149,190.4817
