roll_year,municipality_name,school_district_name,swis_code,tax_class,property_class,property_class_description,print_key_code,parcel_address_number,parcel_address_street,parcel_address_suff,front,depth,bank,grid_coordinates_east,grid_coordinates_north,full_market_value,assessment_land,assessment_total,county_taxable_value,town_taxable_value,school_taxable,n_exemptions,exemption_school_total,town_equalization_rate_2025,town_residential_cod,town_residential_prd
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-180,39,Lakeview,Trl,0.0,0.0,,597746,948438,519100,221700,328200,328200,328200,328200,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-181,5,Hillside,Cv,0.0,0.0,C170030,598117,948801,877400,103200,554700,554700,554700,554700,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-19,254,Jackson,Ave,0.0,0.0,,603090,950755,445000,112300,281300,281300,281300,281300,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-2.121,41,Shore,Dr,0.0,0.0,C170030,599710,949070,343700,83400,217300,217300,217300,217300,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-2.123,2,Lakewood,Dr,0.0,0.0,C140100,599599,949415,553600,94000,350000,350000,350000,350000,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-20,264,Jackson,Ave,0.0,0.0,,602809,950583,401900,93300,254100,254100,254100,254100,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-21.1,268,Jackson,Ave,172.0,250.0,C130170,602806,950783,441200,92500,278900,278900,278900,278900,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-26.11,20,Ryan,Ct,0.0,0.0,,603518,951486,833000,110100,526600,526600,526600,526600,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-5.11,158,Sycamore,Dr,0.0,0.0,C030614,600744,950195,473700,120900,299500,299500,299500,299500,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-5.13,150,Sycamore,Dr,0.0,0.0,C080370,600720,949657,585300,99300,370000,196037,196037,350449,2,19551.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-5.14,146,Sycamore,Dr,0.0,0.0,C030614,600735,949522,483900,100000,305900,305900,305900,305900,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-5.16,138,Sycamore,Dr,0.0,0.0,C160275,600764,949251,457800,101500,289400,289400,289400,289400,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-5.41,104,Sycamore,Dr,0.0,0.0,C130170,600123,948655,252300,92500,159500,159500,159500,159500,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-51.1,2,Viaduct,Ct,0.0,0.0,,601184,947688,491100,96300,310500,310500,310500,310500,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-51.21,1,Viaduct,Ct,0.0,0.0,,601371,947656,408400,94000,258200,258200,258200,258200,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-51.22,5,Viaduct,Ct,0.0,0.0,C030385,601394,947381,413800,97000,261600,261600,261600,261600,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-51.23,6,Viaduct,Ct,0.0,0.0,C180281,601154,947348,381200,98500,241000,241000,241000,241000,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-60,115,Orrs Mills,Rd,150.9,178.3,,599249,945906,457600,77900,289300,289300,289300,289300,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-61.2,101,Orrs Mills,Rd,0.0,0.0,,598819,945946,470400,91000,297400,252790,252790,293490,2,76530.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-65.2,6,White Oak Acres,,0.0,0.0,C140687,599067,946239,406200,98500,256800,256800,256800,256800,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-67,2033,St Rte 94,,230.0,192.0,,599533,947562,482400,75200,305000,259250,259250,301090,2,29210.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,220,Two Family Year-Round Residence,1-1-68,2037,St Rte 94,,166.0,217.0,,599381,947463,466600,78300,295000,295000,295000,295000,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-75.1,2073,St Rte 94,,0.0,0.0,C140687,598061,946865,401100,107000,253600,253600,253600,253600,1,72620.0,63.22,10.6,1.01
2025,Cornwall,Washingtonville,332489,,210,One Family Year-Round Residence,1-1-79,5,Clove,Rd,50.0,340.0,,597361,946809,273500,67100,172900,172900,172900,172900,0,0.0,63.22,10.6,1.01
2025,Cornwall,Washingtonville,332489,,210,One Family Year-Round Residence,1-1-80,11,Clove,Rd,100.0,333.0,C190321,597293,946788,300500,83200,190000,190000,190000,190000,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-84,19,Skyline,Trl,0.0,0.0,C190321,598342,947455,512700,94800,324100,324100,324100,324100,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-85,14,Skyline,Trl,100.0,375.0,,598490,947550,393900,89500,249000,224100,112050,224100,4,97520.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-90,25,Stony Acres,Trl,0.0,0.0,C030385,598759,947859,368400,120600,232900,232900,232900,232900,0,0.0,63.22,10.6,1.01
2025,Cornwall,Washingtonville,332489,,210,One Family Year-Round Residence,1-1-91.1,4,Lakeview,Trl,0.0,0.0,C130170,597526,947391,372400,78900,235400,235400,235400,235400,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-91.4,30,Lakeview,Trl,0.0,0.0,,597954,948362,677800,122300,428500,428500,428500,428500,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-91.52,63,Stony Acres,Trl,0.0,0.0,C170031,598379,948922,664300,103200,420000,175612,175612,400449,2,19551.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-91.54,39,Stony Acres,Trl,0.0,0.0,,598450,948114,632700,106800,400000,400000,400000,400000,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-92,21,Skyline,Trl,0.0,0.0,,598132,947383,709744,69300,448700,448700,448700,448700,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-93.1,24,Skyline,Trl,0.0,0.0,,598200,947937,611700,106000,386700,386700,386700,386700,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,220,Two Family Year-Round Residence,1-1-94.2,20,Skyline,Trl,0.0,0.0,,598398,947757,473400,95500,299300,299300,299300,299300,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-1-98,29,Shore,Dr,0.0,0.0,C030614,599814,948599,501100,93300,316800,316800,316800,316800,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,215,One Family Year-Round Residence with Accessory Apartment,1-1-99,1,Twin Ponds,Rd,0.0,0.0,C080496,599803,948735,469300,76900,296700,74175,74175,277149,3,44851.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-2-10,6,Amy,Ln,0.0,0.0,,604139,948350,731900,93300,462700,462700,462700,462700,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-2-11,2,Amy,Ln,0.0,0.0,C040280,603983,948297,656600,92500,415100,415100,415100,415100,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-2-12,1,Rudy,Rd,0.0,0.0,,604072,948113,625000,91000,395100,395100,395100,395100,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-2-20,251,Orrs Mills,Rd,150.0,150.0,C080370,603808,947174,306100,73800,193500,193500,193500,193500,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-2-27,215,Orrs Mills,Rd,0.0,0.0,C080370,602769,946877,467900,84200,295800,295800,295800,295800,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-2-28,213,Orrs Mills,Rd,104.0,277.0,0210175,602688,946809,476400,79900,301200,301200,301200,301200,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-2-32,102,Bridle Path,Ln,0.0,0.0,C061339,603547,947154,753100,110900,476100,476100,476100,476100,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-2-34,105,Bridle Path,Ln,0.0,0.0,C130170,603270,947445,787400,112600,497800,497800,497800,497800,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,215,One Family Year-Round Residence with Accessory Apartment,1-2-37,110,Bridle Path,Ln,0.0,0.0,C030614,603452,947819,878000,110100,555100,555100,555100,555100,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-2-8,10,Amy,Ln,0.0,0.0,,604430,948510,727600,94000,460000,460000,460000,460000,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-2-9,8,Amy,Ln,0.0,0.0,C061339,604293,948409,531000,95500,335700,335700,335700,335700,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-3-1,102,Denniston,Dr,0.0,0.0,C080370,602390,948456,742500,112200,469400,469400,469400,469400,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-3-2,104,Denniston,Dr,0.0,0.0,C080370,602151,948323,783900,112500,495600,495600,495600,495600,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-3-4,108,Denniston,Dr,0.0,0.0,,601972,948028,875500,111600,553500,309112,309112,533949,2,19551.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,1-3-8,116,Denniston,Dr,0.0,0.0,C030217,602032,947163,881400,117600,557200,557200,557200,557200,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,10-1-2,2449,St Rte 32,,74.7,289.9,,613312,953585,323000,54700,204200,204200,204200,204200,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,10-2-4,10,Lazaroff,Pl,100.0,180.0,,614239,953150,172300,70700,108900,108900,108900,108900,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,10-2-7.2,19,Jacqueline,St,124.0,166.7,C030614,614005,952927,336444,65100,212700,212700,212700,212700,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,10-2-9,12,Strawberry,Ln,100.0,200.0,,613821,953072,175600,70700,111000,55500,55500,55500,2,128120.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,10-3-1,37,Jacqueline,St,124.0,200.0,C070290,614395,953128,350400,73300,221500,221500,221500,221500,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,10-4-2,45,Jacqueline,St,119.0,201.0,,614686,953182,204000,56600,129000,129000,129000,129000,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,10-5-1.12,53,Jacqueline,St,0.0,0.0,C170030,614848,953313,550300,92500,347900,347900,347900,347900,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,10-5-4.1,69,Jacqueline,St,100.0,200.0,,615338,953313,352400,70700,222800,189380,189380,218890,2,76530.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,10-6-12.2,68,Jacqueline,St,45.0,150.0,C120337,615293,953072,625300,67700,395300,395300,395300,395300,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,10-6-14.2,115,Jacqueline,St,181.6,270.0,C080370,615268,952928,365400,75300,231000,231000,231000,231000,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,10-6-16.2,5,Elises,Ln,0.0,0.0,C080370,615504,952647,466500,78400,294900,294900,294900,294900,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,10-6-2.2,108,Noel,Dr,0.0,0.0,,614652,952801,350500,71200,221600,221600,110800,221600,2,72620.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,215,One Family Year-Round Residence with Accessory Apartment,10-6-4,42,Jacqueline,St,133.0,150.0,C080370,614588,952954,564400,70700,356800,275337,275337,350283,1,6517.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,10-6-5,48,Jacqueline,St,158.0,150.0,,614731,952983,375200,72200,237200,237200,237200,237200,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332489,,210,One Family Year-Round Residence,10-6-9,56,Jacqueline,St,141.0,150.0,,614929,953007,273300,71100,172800,170845,170845,170845,2,27255.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,101-1-14.2,17,Idlewild Park,Dr,0.0,0.0,,623526,953665,707500,234900,447250,447250,447250,447250,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,101-1-15,18,Idlewild Park,Dr,0.0,0.0,,623348,953628,818412,147500,517400,517400,517400,517400,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,101-1-17,25,Idlewild Park,Dr,0.0,0.0,C030275,623077,953512,740700,156400,468300,468300,468300,468300,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,101-2-5,217,Shore,Rd,0.0,0.0,C160113,625463,952931,468206,131400,296000,296000,296000,296000,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,101-2-8,46,River,Ave,130.0,150.0,,625317,952952,557700,116400,352600,352600,352600,352600,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,101-3-3,38,Pine,St,0.0,0.0,,623558,953097,982300,250400,621000,621000,621000,621000,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,101-3-4,36,Pine,St,0.0,0.0,C190321,623489,952941,764200,139200,483100,483100,483100,483100,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,101-3-6,3,West,St,0.0,0.0,C080370,623655,952848,739500,121600,467500,467500,467500,467500,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,101-3-8,7,West,St,0.0,0.0,C030614,623715,953064,752900,171500,476000,476000,476000,476000,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-1-2.1,22,Idlewild Park,Dr,227.0,92.0,,623353,953319,574800,112400,363400,363400,363400,363400,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-11-1,23,River,Ave,50.0,106.0,,625072,952030,303400,87800,191800,183980,186586,191800,2,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-11-2,21,River,Ave,32.0,101.0,C080370,625083,951986,286600,76600,181200,181200,181200,181200,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-11-6,11,River,Ave,62.0,75.0,,625003,951861,453812,79800,286900,286900,286900,286900,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,230,Three Family Year-Round Residence,102-12-12,11-13,Idlewild,Ave,41.0,123.0,,624686,951802,457300,86200,289100,289100,289100,289100,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-12-3,30,Avenue A,,75.0,100.0,C160013,624189,952126,586840,84600,371000,371000,371000,371000,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-12-6,24,Avenue A,,50.0,100.0,C060235,624330,952043,355600,79800,224800,224800,224800,224800,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-12-8,20,Avenue A,,50.0,100.0,,624459,951967,306400,79800,193700,193700,193700,193700,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-13-10,6,Avenue B,,50.0,110.0,,623930,952028,372000,81400,235200,152880,117600,152880,3,154940.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-13-11,8,Avenue B,,75.0,110.0,,623898,951974,396100,86200,250400,250400,250400,250400,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,220,Two Family Year-Round Residence,102-13-16,5,Avenue B,,50.0,133.0,C060049,624071,951946,350700,83000,221700,221700,166275,221700,2,72620.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-13-17,31,Avenue A,,75.0,100.0,C190321,624085,952024,415700,84600,262800,262800,262800,262800,1,72620.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-13-19,25,Avenue A,,50.0,100.0,C020837,624204,951955,363800,79800,230000,230000,230000,230000,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-13-31,5,Columbus,Ave,50.0,100.0,C030614,624173,951644,404600,79800,255800,255800,255800,255800,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-13-32,7,Columbus,Ave,0.0,0.0,C190321,624165,951694,312100,79800,197300,197300,197300,197300,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-13-33,8,Colonial,Pl,50.0,104.7,C060049,624071,951690,463000,81400,292700,292700,292700,292700,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-13-36,294,Hudson,St,39.0,127.0,,624002,951562,507800,79800,321000,321000,321000,321000,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-13-38,7,Colonial,Pl,77.2,103.2,,623967,951653,351900,82200,222500,222500,222500,222500,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-13-39,9,Colonial,Pl,50.0,144.9,,623945,951711,395100,83000,249800,249800,249800,249800,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-13-48,16,Academy,Ave,95.7,112.5,C160116,623108,951817,428200,90200,270700,189490,189490,253756,2,16944.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-13-5,43,Avenue A,,84.0,118.0,C140687,623754,952190,455600,89400,288000,288000,288000,288000,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-13-51,6,Jean,Ct,75.0,112.0,,623302,951826,451100,84600,285200,285200,285200,285200,1,72620.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-13-60,8,Paula,Ct,75.0,115.0,C190294,623391,952097,441300,87000,279000,279000,279000,279000,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-13-62,4,Paula,Ct,58.7,115.0,C160275,623515,952005,361800,87800,228700,91480,91480,209149,3,44851.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-13-64,1,Paula,Ct,0.0,0.0,,623680,952086,450200,98600,284600,213450,213450,278083,2,79137.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-13-67,7,Paula,Ct,75.0,112.0,C190903,623482,952233,353500,86200,223500,223500,223500,223500,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-14-3,50,Avenue A,,89.5,98.0,C020440,623705,952421,483400,87000,305600,305600,305600,305600,0,0.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-15-3,37,Pine,St,85.0,99.0,C060049,623342,952762,425000,86200,268700,268700,268700,268700,1,25300.0,63.22,10.6,1.01
2025,Cornwall,Cornwall,332401,,210,One Family Year-Round Residence,102-15-6,17,Homeland,Ave,79.0,100.0,,623436,952583,446500,85400,282300,282300,282300,282300,1,25300.0,63.22,10.6,1.01
