country,year,pop,continent,lifeExp,gdpPercap,child_mortality_pct,owid_covered,v2x_polyarchy,v2x_libdem,v2x_regime,vdem_covered,bl_yr_sch,bl_match_year,barrolee_covered
Albania,2007,3600523.0,Europe,76.423,5937.029526,1.71,True,0.547,0.448,2.0,True,9.85,2005.0,True
Algeria,1952,9279525.0,Africa,43.077,2449.008185,,True,0.105,0.099,0.0,True,0.85,1950.0,True
Algeria,1957,10270856.0,Africa,45.685,3013.976023,24.05,True,0.075,0.035,0.0,True,0.84,1955.0,True
Algeria,1962,11000948.0,Africa,48.303,2550.81688,24.0,True,0.077,0.043,1.0,True,0.88,1960.0,True
Algeria,1967,12760499.0,Africa,51.407,3246.991771,24.52,True,0.085,0.063,0.0,True,1.1,1965.0,True
Algeria,1972,14760787.0,Africa,54.518,4182.663766,23.06,True,0.085,0.063,0.0,True,1.55,1970.0,True
Algeria,1977,17152804.0,Africa,58.014,4910.416756,19.01,True,0.19,0.107,0.0,True,2.11,1975.0,True
Algeria,1982,20033753.0,Africa,61.368,5745.160213,12.31,True,0.205,0.109,0.0,True,2.81,1980.0,True
Algeria,1987,23254956.0,Africa,65.799,5681.358539,5.96,True,0.207,0.111,0.0,True,3.99,1985.0,True
Algeria,1992,26298373.0,Africa,67.744,5023.216647,5.02,True,0.188,0.081,0.0,True,4.74,1990.0,True
Algeria,1997,29072015.0,Africa,69.152,4797.295051,4.59,True,0.325,0.152,1.0,True,5.41,1995.0,True
Algeria,2002,31287142.0,Africa,70.994,5288.040382,3.86,True,0.327,0.154,1.0,True,5.67,2000.0,True
Algeria,2007,33333216.0,Africa,72.301,6223.367465,3.12,True,0.329,0.158,1.0,True,5.54,2005.0,True
Angola,1952,4232095.0,Africa,30.015,3520.610273,,True,0.009,0.034,0.0,True,,,False
Angola,1957,4561361.0,Africa,31.999,3827.940465,,True,0.009,0.034,0.0,True,,,False
Angola,1962,4826015.0,Africa,34.0,4269.276742,,True,0.009,0.034,0.0,True,,,False
Angola,1967,5247469.0,Africa,35.985,5522.776375,,True,0.009,0.034,0.0,True,,,False
Angola,1972,5894858.0,Africa,37.928,5473.288005,,True,0.009,0.035,0.0,True,,,False
Angola,1977,6162675.0,Africa,39.483,3008.647355,,True,0.073,0.046,0.0,True,,,False
Angola,1982,7016384.0,Africa,39.942,2756.953672,22.55,True,0.073,0.046,0.0,True,,,False
Angola,1987,7874230.0,Africa,39.906,2430.208311,21.46,True,0.074,0.046,0.0,True,,,False
Angola,1992,8735988.0,Africa,40.647,2627.845685,21.24,True,0.146,0.075,1.0,True,,,False
Angola,1997,9875024.0,Africa,40.963,2277.140884,20.35,True,0.155,0.075,0.0,True,,,False
Angola,2002,10866106.0,Africa,41.003,2773.287312,16.64,True,0.16,0.081,0.0,True,,,False
Angola,2007,12420476.0,Africa,42.731,4797.231267,10.9,True,0.169,0.088,0.0,True,,,False
Argentina,1952,17876956.0,Americas,62.485,5911.315053,8.88,True,0.338,0.191,1.0,True,4.85,1950.0,True
Argentina,1957,19610538.0,Americas,64.399,6856.856212,9.36,True,0.186,0.116,0.0,True,5.2,1955.0,True
Argentina,1962,21283783.0,Americas,65.142,7133.166023,,True,0.274,0.206,1.0,True,5.67,1960.0,True
Argentina,1967,22934225.0,Americas,65.634,8052.953021,5.86,True,0.103,0.089,0.0,True,5.94,1965.0,True
Argentina,1972,24779799.0,Americas,67.065,9443.038526,6.97,True,0.13,0.095,0.0,True,6.31,1970.0,True
Argentina,1977,26983828.0,Americas,68.481,10079.02674,5.57,True,0.071,0.049,0.0,True,6.85,1975.0,True
Argentina,1982,29341374.0,Americas,69.942,8997.897412,3.65,True,0.074,0.051,0.0,True,7.3,1980.0,True
Argentina,1987,31620918.0,Americas,70.774,9139.671389,2.91,True,0.831,0.675,2.0,True,7.85,1985.0,True
Argentina,1992,33958947.0,Americas,71.868,9308.41871,2.76,True,0.831,0.635,2.0,True,8.37,1990.0,True
Argentina,1997,36203463.0,Americas,73.275,10967.28195,2.19,True,0.828,0.638,2.0,True,8.64,1995.0,True
Argentina,2002,38331121.0,Americas,74.34,8797.640716,1.83,True,0.825,0.666,2.0,True,8.73,2000.0,True
Argentina,2007,40301927.0,Americas,75.32,12779.37964,1.58,True,0.784,0.617,2.0,True,9.38,2005.0,True
Australia,1952,8691212.0,Oceania,69.12,10039.59564,3.03,True,0.809,0.75,3.0,True,8.04,1950.0,True
Australia,1957,9712569.0,Oceania,70.33,10949.64959,2.66,True,0.833,0.775,3.0,True,8.27,1955.0,True
Australia,1962,10794968.0,Oceania,70.93,12217.22686,2.37,True,0.834,0.776,3.0,True,8.53,1960.0,True
Australia,1967,11872264.0,Oceania,71.1,14526.12465,2.2,True,0.847,0.788,3.0,True,8.93,1965.0,True
Australia,1972,13177000.0,Oceania,71.93,16788.62948,2.03,True,0.859,0.804,3.0,True,9.7,1970.0,True
Australia,1977,14074100.0,Oceania,73.49,18334.19751,1.52,True,0.865,0.818,3.0,True,10.52,1975.0,True
Australia,1982,15184200.0,Oceania,74.74,19477.00928,1.22,True,0.877,0.833,3.0,True,11.2,1980.0,True
Australia,1987,16257249.0,Oceania,76.32,21888.88903,1.06,True,0.885,0.841,3.0,True,11.2,1985.0,True
Australia,1992,17481977.0,Oceania,77.56,23424.76683,0.82,True,0.891,0.847,3.0,True,11.18,1990.0,True
Australia,1997,18565243.0,Oceania,78.83,26997.93657,0.66,True,0.886,0.843,3.0,True,11.2,1995.0,True
Australia,2002,19546792.0,Oceania,80.37,30687.75473,0.6,True,0.876,0.834,3.0,True,11.07,2000.0,True
Australia,2007,20434176.0,Oceania,81.235,34435.36744,0.54,True,0.881,0.836,3.0,True,11.38,2005.0,True
Austria,1952,6927772.0,Europe,66.8,6137.076492,6.28,True,0.766,0.619,2.0,True,5.97,1950.0,True
Austria,1957,6965860.0,Europe,67.48,8842.59803,4.98,True,0.82,0.685,3.0,True,5.78,1955.0,True
Austria,1962,7129864.0,Europe,69.54,10750.72111,3.8,True,0.824,0.689,3.0,True,5.86,1960.0,True
Austria,1967,7376998.0,Europe,70.14,12834.6024,3.05,True,0.831,0.702,3.0,True,6.69,1965.0,True
Austria,1972,7544201.0,Europe,70.63,16661.6256,2.79,True,0.841,0.726,3.0,True,7.4,1970.0,True
Austria,1977,7568430.0,Europe,72.17,19749.4223,1.95,True,0.856,0.752,3.0,True,7.7,1975.0,True
Austria,1982,7574613.0,Europe,73.18,21597.08362,1.47,True,0.855,0.768,3.0,True,7.89,1980.0,True
Austria,1987,7578903.0,Europe,74.94,23687.82607,1.12,True,0.857,0.781,3.0,True,8.11,1985.0,True
Austria,1992,7914969.0,Europe,76.04,27042.01868,0.85,True,0.861,0.786,3.0,True,8.36,1990.0,True
Austria,1997,8069876.0,Europe,77.51,29095.92066,0.6,True,0.859,0.78,3.0,True,8.81,1995.0,True
Austria,2002,8148312.0,Europe,78.98,32417.60769,0.53,True,0.862,0.79,3.0,True,8.97,2000.0,True
Austria,2007,8199783.0,Europe,79.829,36126.4927,0.46,True,0.876,0.809,3.0,True,9.29,2005.0,True
Bahrain,1952,120447.0,Asia,50.939,9867.084765,,True,0.024,,0.0,True,1.0,1950.0,True
Bahrain,1957,138655.0,Asia,53.832,11635.79945,25.33,True,0.025,,0.0,True,1.07,1955.0,True
Bahrain,1962,171863.0,Asia,56.923,12753.27514,16.62,True,0.025,,0.0,True,1.29,1960.0,True
Bahrain,1967,202182.0,Asia,59.923,14804.6727,10.5,True,0.025,,0.0,True,1.75,1965.0,True
Bahrain,1972,230800.0,Asia,63.3,18268.65839,6.41,True,0.076,,0.0,True,3.08,1970.0,True
Bahrain,1977,297410.0,Asia,65.593,19340.10196,4.12,True,0.051,,0.0,True,4.02,1975.0,True
Bahrain,1982,377967.0,Asia,69.052,19211.14731,2.92,True,0.048,,0.0,True,4.93,1980.0,True
Bahrain,1987,454612.0,Asia,70.75,18524.02406,2.38,True,0.05,,0.0,True,5.65,1985.0,True
Bahrain,1992,529491.0,Asia,72.601,19035.57917,2.21,True,0.049,,0.0,True,6.54,1990.0,True
Bahrain,1997,598561.0,Asia,73.925,20292.01679,1.52,True,0.049,,0.0,True,7.1,1995.0,True
Bahrain,2002,656397.0,Asia,74.795,23403.55927,1.16,True,0.167,0.078,0.0,True,7.48,2000.0,True
Bahrain,2007,708573.0,Asia,75.635,29796.04834,0.98,True,0.222,0.087,0.0,True,7.19,2005.0,True
Bangladesh,1952,46886859.0,Asia,37.484,684.2441716,33.32,True,,,,True,0.93,1950.0,True
Bangladesh,1957,51365468.0,Asia,39.348,661.6374577,28.64,True,,,,True,0.94,1955.0,True
Bangladesh,1962,56839289.0,Asia,41.216,686.3415538,25.02,True,,,,True,1.02,1960.0,True
Bangladesh,1967,62821884.0,Asia,43.453,721.1860862,22.85,True,,,,True,1.25,1965.0,True
Bangladesh,1972,70759295.0,Asia,45.252,630.2336265,22.88,True,0.221,0.163,0.0,True,1.38,1970.0,True
Bangladesh,1977,80428306.0,Asia,46.923,659.8772322,22.15,True,0.176,0.102,0.0,True,1.57,1975.0,True
Bangladesh,1982,93074406.0,Asia,50.009,676.9818656,19.62,True,0.229,0.127,1.0,True,2.25,1980.0,True
Bangladesh,1987,103764241.0,Asia,52.819,751.9794035,16.58,True,0.328,0.169,1.0,True,2.82,1985.0,True
Bangladesh,1992,113704579.0,Asia,56.018,837.8101643,13.41,True,0.511,0.269,2.0,True,3.13,1990.0,True
Bangladesh,1997,123315288.0,Asia,59.412,972.7700352,10.33,True,0.511,0.268,2.0,True,3.68,1995.0,True
Bangladesh,2002,135656790.0,Asia,62.013,1136.39043,7.53,True,0.463,0.235,1.0,True,4.48,2000.0,True
Bangladesh,2007,150448339.0,Asia,64.062,1391.253792,5.65,True,0.205,0.103,0.0,True,5.24,2005.0,True
Belgium,1952,8730405.0,Europe,68.0,8343.105127,5.38,True,0.721,0.639,3.0,True,6.75,1950.0,True
Belgium,1957,8989111.0,Europe,69.24,9714.960623,4.01,True,0.729,0.649,3.0,True,7.04,1955.0,True
Belgium,1962,9218400.0,Europe,70.25,10991.20676,3.12,True,0.844,0.758,3.0,True,7.22,1960.0,True
Belgium,1967,9556500.0,Europe,70.94,13149.04119,2.63,True,0.846,0.765,3.0,True,7.33,1965.0,True
Belgium,1972,9709100.0,Europe,71.44,16672.14356,2.19,True,0.852,0.775,3.0,True,7.66,1970.0,True
Belgium,1977,9821800.0,Europe,72.8,19117.97448,1.67,True,0.853,0.775,3.0,True,8.03,1975.0,True
Belgium,1982,9856303.0,Europe,73.93,20979.84589,1.33,True,0.86,0.783,3.0,True,8.5,1980.0,True
Belgium,1987,9870200.0,Europe,75.35,22525.56308,1.1,True,0.858,0.781,3.0,True,8.97,1985.0,True
Belgium,1992,10045622.0,Europe,76.46,25575.57069,0.92,True,0.876,0.807,3.0,True,9.43,1990.0,True
Belgium,1997,10199787.0,Europe,77.53,27561.19663,0.67,True,0.878,0.81,3.0,True,10.0,1995.0,True
Belgium,2002,10311970.0,Europe,78.32,30485.88375,0.55,True,0.885,0.819,3.0,True,10.29,2000.0,True
Belgium,2007,10392226.0,Europe,79.441,33692.60508,0.48,True,0.895,0.833,3.0,True,10.59,2005.0,True
Benin,1952,1738315.0,Africa,38.223,1062.7522,33.98,True,0.078,0.082,0.0,True,0.44,1950.0,True
Benin,1957,1925173.0,Africa,40.358,959.6010805,32.08,True,0.134,0.087,0.0,True,0.53,1955.0,True
Benin,1962,2151895.0,Africa,42.618,949.4990641,29.8,True,0.334,0.227,1.0,True,0.61,1960.0,True
Benin,1967,2427334.0,Africa,44.885,1035.831411,27.3,True,0.175,0.109,0.0,True,0.76,1965.0,True
Benin,1972,2761407.0,Africa,47.014,1085.796879,25.07,True,0.124,0.088,0.0,True,0.84,1970.0,True
Benin,1977,3168267.0,Africa,49.19,1029.161251,22.55,True,0.085,0.082,0.0,True,0.94,1975.0,True
Benin,1982,3641603.0,Africa,50.904,1277.897616,20.31,True,0.107,0.086,0.0,True,1.22,1980.0,True
Benin,1987,4243788.0,Africa,52.337,1225.85601,18.35,True,0.102,0.085,0.0,True,1.71,1985.0,True
Benin,1992,4981671.0,Africa,53.919,1191.207681,16.3,True,0.601,0.498,2.0,True,2.16,1990.0,True
Benin,1997,6066080.0,Africa,54.777,1232.975292,14.48,True,0.623,0.507,2.0,True,2.61,1995.0,True
Benin,2002,7026113.0,Africa,54.406,1372.877931,12.85,True,0.606,0.499,2.0,True,3.11,2000.0,True
Benin,2007,8078314.0,Africa,56.728,1441.284873,11.44,True,0.653,0.53,2.0,True,3.72,2005.0,True
Bolivia,1952,2883315.0,Americas,40.414,2677.326347,,True,0.132,0.081,1.0,True,2.32,1950.0,True
Bolivia,1957,3211738.0,Americas,41.89,2127.686326,,True,0.263,0.114,1.0,True,2.67,1955.0,True
Bolivia,1962,3593918.0,Americas,43.428,2180.972546,27.36,True,0.261,0.113,1.0,True,3.06,1960.0,True
Bolivia,1967,4040665.0,Americas,45.032,2586.886053,24.38,True,0.184,0.048,1.0,True,3.57,1965.0,True
Bolivia,1972,4565872.0,Americas,46.714,2980.331339,21.28,True,0.09,0.017,0.0,True,4.0,1970.0,True
Bolivia,1977,5079716.0,Americas,50.023,3548.097832,18.14,True,0.088,0.017,0.0,True,4.6,1975.0,True
Bolivia,1982,5642224.0,Americas,53.859,3156.510452,15.63,True,0.202,0.12,0.0,True,5.48,1980.0,True
Bolivia,1987,6156369.0,Americas,57.251,2753.69149,13.29,True,0.636,0.42,2.0,True,6.38,1985.0,True
Bolivia,1992,6893451.0,Americas,59.957,2961.699694,10.82,True,0.707,0.47,2.0,True,7.26,1990.0,True
Bolivia,1997,7693188.0,Americas,62.05,3326.143191,8.46,True,0.739,0.52,2.0,True,7.83,1995.0,True
Bolivia,2002,8445134.0,Americas,63.883,3413.26269,6.21,True,0.727,0.513,2.0,True,8.29,2000.0,True
Bolivia,2007,9119152.0,Americas,65.554,3822.137084,4.47,True,0.719,0.462,2.0,True,8.49,2005.0,True
Bosnia and Herzegovina,1952,2791000.0,Europe,53.82,973.5331948,,True,,,,True,,,False
Bosnia and Herzegovina,1957,3076000.0,Europe,58.45,1353.989176,,True,,,,True,,,False
Bosnia and Herzegovina,1962,3349000.0,Europe,61.93,1709.683679,,True,,,,True,,,False
Bosnia and Herzegovina,1967,3585000.0,Europe,64.79,2172.352423,,True,,,,True,,,False
Bosnia and Herzegovina,1972,3819000.0,Europe,67.45,2860.16975,,True,,,,True,,,False
Bosnia and Herzegovina,1977,4086000.0,Europe,69.86,3528.481305,,True,,,,True,,,False
Bosnia and Herzegovina,1982,4172693.0,Europe,70.69,4126.613157,,True,,,,True,,,False
Bosnia and Herzegovina,1987,4338977.0,Europe,71.14,4314.114757,2.3,True,,,,True,,,False
Bosnia and Herzegovina,1992,4256013.0,Europe,72.178,2546.781445,6.23,True,0.249,0.095,0.0,True,,,False
Bosnia and Herzegovina,1997,3607000.0,Europe,73.244,4766.355904,1.17,True,0.585,0.343,2.0,True,,,False
Bosnia and Herzegovina,2002,4165416.0,Europe,74.09,6018.975239,0.84,True,0.655,0.424,2.0,True,,,False
Bosnia and Herzegovina,2007,4552198.0,Europe,74.852,7446.298803,0.71,True,0.566,0.377,2.0,True,,,False
Botswana,1952,442308.0,Africa,47.622,851.2411407,,True,0.036,0.102,0.0,True,1.38,1950.0,True
Botswana,1957,474639.0,Africa,49.618,918.2325349,18.34,True,0.043,0.103,0.0,True,1.42,1955.0,True
Botswana,1962,512764.0,Africa,51.52,983.6539764,15.82,True,0.219,0.171,0.0,True,1.46,1960.0,True
Botswana,1967,553541.0,Africa,53.298,1214.709294,13.81,True,0.596,0.484,2.0,True,1.71,1965.0,True
Botswana,1972,619351.0,Africa,56.024,2263.611114,11.59,True,0.628,0.508,2.0,True,2.14,1970.0,True
Botswana,1977,781472.0,Africa,59.319,3214.857818,8.89,True,0.625,0.509,2.0,True,2.74,1975.0,True
Botswana,1982,970347.0,Africa,61.484,4551.14215,6.52,True,0.641,0.528,2.0,True,3.12,1980.0,True
Botswana,1987,1151184.0,Africa,63.622,6205.88385,5.21,True,0.661,0.553,2.0,True,5.29,1985.0,True
Botswana,1992,1342614.0,Africa,62.745,7954.111645,5.71,True,0.687,0.58,2.0,True,6.86,1990.0,True
Botswana,1997,1536536.0,Africa,52.556,8647.142313,7.34,True,0.7,0.601,2.0,True,8.24,1995.0,True
Botswana,2002,1630347.0,Africa,46.634,11003.60508,7.79,True,0.701,0.606,3.0,True,8.82,2000.0,True
Botswana,2007,1639131.0,Africa,50.728,12569.85177,6.43,True,0.714,0.617,3.0,True,9.22,2005.0,True
Brazil,1952,56602560.0,Americas,50.917,2108.944355,21.01,True,0.379,0.257,1.0,True,2.08,1950.0,True
Brazil,1957,65551171.0,Americas,53.285,2487.365989,18.49,True,0.394,0.266,1.0,True,2.29,1955.0,True
Brazil,1962,76039390.0,Americas,55.665,3336.585802,16.04,True,0.407,0.275,1.0,True,2.55,1960.0,True
Brazil,1967,88049823.0,Americas,57.632,3429.864357,14.16,True,0.181,0.074,0.0,True,2.85,1965.0,True
Brazil,1972,100840058.0,Americas,59.504,4985.711467,12.56,True,0.174,0.068,0.0,True,3.29,1970.0,True
Brazil,1977,114313951.0,Americas,61.489,6660.118654,10.8,True,0.188,0.07,0.0,True,2.9,1975.0,True
Brazil,1982,128962939.0,Americas,63.336,7030.835878,8.73,True,0.263,0.135,0.0,True,3.04,1980.0,True
Brazil,1987,142938076.0,Americas,65.205,7807.095818,7.09,True,0.569,0.377,2.0,True,3.94,1985.0,True
Brazil,1992,155975974.0,Americas,67.057,6950.283021,5.71,True,0.839,0.708,2.0,True,4.69,1990.0,True
Brazil,1997,168546719.0,Americas,69.388,7957.980824,4.19,True,0.85,0.711,2.0,True,5.58,1995.0,True
Brazil,2002,179914212.0,Americas,71.006,8131.212843,3.01,True,0.858,0.72,2.0,True,6.52,2000.0,True
Brazil,2007,190010647.0,Americas,72.39,9065.800825,2.17,True,0.869,0.773,2.0,True,7.29,2005.0,True
Bulgaria,1952,7274900.0,Europe,59.6,2444.286648,12.09,True,0.164,0.055,0.0,True,3.82,1950.0,True
Bulgaria,1957,7651254.0,Europe,66.61,3008.670727,7.74,True,0.175,0.058,0.0,True,4.6,1955.0,True
Bulgaria,1962,8012946.0,Europe,69.51,4254.337839,4.43,True,0.176,0.058,0.0,True,4.99,1960.0,True
Bulgaria,1967,8310226.0,Europe,70.42,5577.0028,3.64,True,0.176,0.058,0.0,True,4.45,1965.0,True
Bulgaria,1972,8576200.0,Europe,70.9,6597.494398,3.02,True,0.176,0.059,0.0,True,6.13,1970.0,True
Bulgaria,1977,8797022.0,Europe,70.81,7612.240438,2.71,True,0.177,0.059,0.0,True,7.07,1975.0,True
Bulgaria,1982,8892098.0,Europe,71.08,8224.191647,2.22,True,0.18,0.06,0.0,True,7.84,1980.0,True
Bulgaria,1987,8971958.0,Europe,71.34,8239.854824,1.8,True,0.18,0.06,0.0,True,8.55,1985.0,True
Bulgaria,1992,8658506.0,Europe,71.19,6302.623438,1.91,True,0.695,0.598,2.0,True,8.42,1990.0,True
Bulgaria,1997,8066057.0,Europe,70.32,5970.38876,1.93,True,0.715,0.617,2.0,True,8.86,1995.0,True
Bulgaria,2002,7661799.0,Europe,72.14,7696.777725,1.6,True,0.718,0.619,2.0,True,9.28,2000.0,True
Bulgaria,2007,7322858.0,Europe,73.005,10680.79282,1.19,True,0.708,0.616,2.0,True,10.45,2005.0,True
Burkina Faso,1952,4469979.0,Africa,31.975,543.2552413,37.31,True,0.147,0.133,0.0,True,,,False
Burkina Faso,1957,4713416.0,Africa,34.906,617.1834648,35.47,True,0.204,0.149,0.0,True,,,False
Burkina Faso,1962,4919632.0,Africa,37.814,722.5120206,33.55,True,0.37,0.218,1.0,True,,,False
Burkina Faso,1967,5127935.0,Africa,40.697,794.8265597,32.01,True,0.175,0.117,0.0,True,,,False
Burkina Faso,1972,5433886.0,Africa,43.591,854.7359763,30.3,True,0.177,0.152,0.0,True,,,False
Burkina Faso,1977,5889574.0,Africa,46.137,743.3870368,26.05,True,0.178,0.117,0.0,True,,,False
Burkina Faso,1982,6634596.0,Africa,48.122,807.1985855,22.58,True,0.16,0.105,0.0,True,,,False
Burkina Faso,1987,7586551.0,Africa,49.557,912.0631417,20.38,True,0.161,0.114,0.0,True,,,False
Burkina Faso,1992,8878303.0,Africa,50.26,931.7527731,19.53,True,0.408,0.21,1.0,True,,,False
Burkina Faso,1997,10352843.0,Africa,50.324,946.2949618,18.67,True,0.483,0.259,1.0,True,,,False
Burkina Faso,2002,12251209.0,Africa,50.65,1037.645221,16.73,True,0.515,0.326,2.0,True,,,False
Burkina Faso,2007,14326203.0,Africa,52.295,1217.032994,13.81,True,0.54,0.339,2.0,True,,,False
Burundi,1952,2445618.0,Africa,39.031,339.2964587,,True,0.023,0.052,0.0,True,0.42,1950.0,True
Burundi,1957,2667518.0,Africa,40.533,379.5646281,,True,0.045,0.054,0.0,True,0.52,1955.0,True
Burundi,1962,2961915.0,Africa,42.045,355.2032273,24.75,True,0.187,0.132,0.0,True,0.67,1960.0,True
Burundi,1967,3330989.0,Africa,43.548,412.9775136,24.64,True,0.085,0.066,0.0,True,0.81,1965.0,True
Burundi,1972,3529983.0,Africa,44.057,464.0995039,31.75,True,0.083,0.066,0.0,True,1.06,1970.0,True
Burundi,1977,3834415.0,Africa,45.91,556.1032651,24.49,True,0.081,0.079,0.0,True,1.28,1975.0,True
Burundi,1982,4580410.0,Africa,47.471,559.603231,20.29,True,0.137,0.099,0.0,True,1.45,1980.0,True
Burundi,1987,5126023.0,Africa,48.211,621.8188189,16.92,True,0.159,0.126,1.0,True,1.54,1985.0,True
Burundi,1992,5809236.0,Africa,44.736,631.6998778,16.97,True,0.165,0.1,0.0,True,1.74,1990.0,True
Burundi,1997,6121610.0,Africa,45.326,463.1151478,16.41,True,0.188,0.148,0.0,True,2.18,1995.0,True
Burundi,2002,7021078.0,Africa,47.36,446.4035126,14.23,True,0.202,0.149,0.0,True,2.56,2000.0,True
Burundi,2007,8390505.0,Africa,49.58,430.0706916,10.95,True,0.412,0.182,1.0,True,2.88,2005.0,True
Cambodia,1952,4693836.0,Asia,39.417,368.4692856,,True,0.087,0.062,0.0,True,0.42,1950.0,True
Cambodia,1957,5322536.0,Asia,41.366,434.0383364,,True,0.269,0.154,1.0,True,0.64,1955.0,True
Cambodia,1962,6083619.0,Asia,43.415,496.9136476,,True,0.265,0.152,1.0,True,1.18,1960.0,True
Cambodia,1967,6960067.0,Asia,45.415,523.4323142,,True,0.263,0.152,1.0,True,1.46,1965.0,True
Cambodia,1972,7450606.0,Asia,40.317,421.6240257,,True,0.148,0.073,1.0,True,1.82,1970.0,True
Cambodia,1977,6978607.0,Asia,31.22,524.9721832,54.3,True,0.13,0.017,0.0,True,2.2,1975.0,True
Cambodia,1982,7272485.0,Asia,50.957,624.4754784,14.19,True,0.105,0.02,1.0,True,2.54,1980.0,True
Cambodia,1987,8371791.0,Asia,53.914,683.8955732,11.69,True,0.105,0.021,1.0,True,2.8,1985.0,True
Cambodia,1992,10150094.0,Asia,55.803,682.3031755,11.64,True,0.166,0.04,1.0,True,3.09,1990.0,True
Cambodia,1997,11782962.0,Asia,56.534,734.28517,11.88,True,0.364,0.135,1.0,True,3.27,1995.0,True
Cambodia,2002,12926707.0,Asia,56.752,896.2260153,8.62,True,0.319,0.124,1.0,True,3.5,2000.0,True
Cambodia,2007,14131858.0,Asia,59.723,1713.778686,5.49,True,0.319,0.122,1.0,True,4.1,2005.0,True
Cameroon,1952,5009067.0,Africa,38.523,1172.667655,,True,,,,True,0.69,1950.0,True
Cameroon,1957,5359923.0,Africa,40.428,1313.048099,31.07,True,,,,True,0.87,1955.0,True
Cameroon,1962,5793633.0,Africa,42.643,1399.607441,27.13,True,0.16,0.071,1.0,True,1.08,1960.0,True
Cameroon,1967,6335506.0,Africa,44.799,1508.453148,24.05,True,0.157,0.07,1.0,True,1.43,1965.0,True
Cameroon,1972,7021028.0,Africa,47.049,1684.146528,20.1,True,0.157,0.072,1.0,True,1.81,1970.0,True
Cameroon,1977,7959865.0,Africa,49.355,1783.432873,18.96,True,0.158,0.072,1.0,True,2.42,1975.0,True
Cameroon,1982,9250831.0,Africa,52.961,2367.983282,16.9,True,0.169,0.091,1.0,True,3.04,1980.0,True
Cameroon,1987,10780667.0,Africa,54.985,2602.664206,14.1,True,0.179,0.101,1.0,True,3.7,1985.0,True
Cameroon,1992,12467171.0,Africa,54.314,1793.163278,14.09,True,0.291,0.144,1.0,True,4.37,1990.0,True
Cameroon,1997,14195809.0,Africa,52.199,1694.337469,14.84,True,0.292,0.149,1.0,True,5.0,1995.0,True
Cameroon,2002,15929988.0,Africa,49.856,1934.011449,13.76,True,0.31,0.159,1.0,True,5.46,2000.0,True
