number_of_elements,mean_atomic_mass,wtd_mean_atomic_mass,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,mean_fie,wtd_mean_fie,gmean_fie,wtd_gmean_fie,entropy_fie,wtd_entropy_fie,range_fie,wtd_range_fie,std_fie,wtd_std_fie,mean_atomic_radius,wtd_mean_atomic_radius,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,mean_ElectronAffinity,wtd_mean_ElectronAffinity,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,mean_FusionHeat,wtd_mean_FusionHeat,gmean_FusionHeat,wtd_gmean_FusionHeat,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,mean_Valence,wtd_mean_Valence,gmean_Valence,wtd_gmean_Valence,entropy_Valence,wtd_entropy_Valence,range_Valence,wtd_range_Valence,std_Valence,wtd_std_Valence,critical_temp,H,He,Li,Be,B,C,N,O,F,Ne,Na,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Kr,Rb,Sr,Y,Zr,Nb,Mo,Tc,Ru,Rh,Pd,Ag,Cd,In,Sn,Sb,Te,I,Xe,Cs,Ba,La,Ce,Pr,Nd,Pm,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,W,Re,Os,Ir,Pt,Au,Hg,Tl,Pb,Bi,Po,At,Rn,formula
5,104.23068,60.7378142857143,79.7760275872044,36.8361552513747,1.43376132460844,1.44132254419742,141.2506,19.6641142857143,55.0267428984271,58.0828455641454,744.78,1015.53071428571,698.993011221116,946.77319813935,1.54022664962392,0.890075743653256,781.6,738.769285714286,294.293821885543,348.903573436319,163.4,109.442857142857,143.946404619315,86.1611269274862,1.51488717409438,1.47948546394557,185,28.4071428571429,64.4689072344181,74.5720429640809,6112.2858,3372.25942857143,1365.27551884304,57.1627626721882,1.38016830772077,1.21639431917445,8958.571,1279.18342857143,3155.63101574417,3932.67523436731,83.38,113.271428571429,74.7499913797896,103.94732073931,1.50034236502283,0.903786020286788,91.0,80.325,39.6935460748974,39.8077420426054,7.1844,4.30328571428571,4.08365516230567,1.10375971733932,1.36305107014566,1.26069785505564,12.878,1.75357142857143,4.34145752484117,5.0308726938002,87.805316,61.24376,7.37853007697749,0.629097792325107,0.396048523879842,0.300776667916008,399.97342,57.1276685714286,156.193554999684,138.44607813329,2.8,2.30714285714286,2.70192007704123,2.25953484237817,1.57409733684897,1.3280582259693,2,1.05714285714286,0.748331477354788,0.505631550940131,10.1,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.15,0.0,1.1,0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Gd0.75Nd1.1Ce0.15Cu1O4
5,100.561774,59.1153915714286,77.8212398726515,36.4380292124735,1.44078904572759,1.29155563402008,128.2426,28.9368142857143,51.891618942071,55.5258281527138,734.16,1009.22428571429,686.027951316271,936.246648246505,1.535395223864,0.846124476854247,781.6,738.769285714286,300.430208867218,356.905705808657,155.8,106.078571428571,138.910975115885,84.8318700648708,1.52452288989561,1.35462051093551,158,41.65,57.7006065826002,69.4770329838926,5761.2858,3239.76657142857,1298.38174767612,56.1173817162532,1.37629086870767,1.06351170951902,8958.571,1551.39771428571,3032.34789216649,3798.86362814577,82.98,113.185714285714,74.1601741333456,103.771016261037,1.49741060535708,0.873586756275029,93.0,80.325,40.0215142142323,39.9425812375511,6.4444,3.95828571428571,3.7232069065059,1.05855367936987,1.35436557199705,1.11896376552911,12.878,1.75357142857143,4.10750111868518,4.73151977137777,88.205316,61.7151885714286,7.62921730781561,0.651600022484381,0.410592041535449,0.307680050051699,399.97342,57.1276685714286,155.99878964479,138.283069577865,2.8,2.30714285714286,2.70192007704123,2.25953484237817,1.57409733684897,1.24836342878052,2,1.05714285714286,0.748331477354788,0.505631550940131,21.5,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3,0.15,0.0,1.55,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Nd1.55La0.3Ce0.15Cu1O4
6,75.8870166666667,97.040151875,55.4831069217966,73.6645087435025,1.49176740349404,1.20854260776048,192.981,52.000735625,63.5426815298299,68.2828236328873,719.65,735.969375,673.241572872391,707.643570396759,1.7209445135233,1.58134353261464,894.6,183.634375,285.739944413331,232.054120033688,165.333333333333,157.30625,147.445967401868,144.886755741269,1.70404171038812,1.49302238392125,195,53.23125,63.7878427985215,52.343337311806,3962.90483333333,5532.091125,871.110771831259,1808.04623519538,1.27496819142185,1.10036228574624,9778.571,2444.821375,3910.55089328219,3923.97368938062,69.2333333333333,73.3664375,35.4873098857324,36.714167772605,1.4238036006013,1.21307215949005,138.63,29.663125,53.3286213543493,54.0922674042565,7.182,9.0564375,4.14151359315226,6.24665705522964,1.52795094229158,1.33598500299025,12.878,3.2604375,4.5340019114832,3.90981565212399,123.837763333333,135.1283225,19.7606169273624,22.445081656479,1.14963161919738,0.793098217025946,399.97342,99.9966775,140.993055941348,163.936227072139,2.33333333333333,2.74375,2.07578163111243,2.50399559399586,1.6681739719974,1.42260604840185,4,1.24375,1.24721912892465,1.3050233474923,78.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.05,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,Bi2Sr2Ca0.95K0.05Cu2O
5,121.72102,70.931608,82.0545299874393,37.1738924994045,1.34181807388483,1.35279239601391,192.981,30.309,81.4468867756257,78.819775670368,730.44,1022.712,673.736499485984,943.041300056474,1.52538315046816,0.822633034134845,894.6,759.252,312.968558165193,363.899228160764,168.2,107.64,145.400184662549,83.2381274600138,1.49564207281212,1.51169794755071,205,24.2,74.9276984832712,80.1343272262268,5097.4858,2508.9374,862.09078692112,35.7843251520957,1.11542083260968,1.00427379062537,11338.571,1563.9426,4634.1133053915,3961.03941259183,67.43,107.642,51.7941777219392,88.732022608106,1.38408550568611,0.706610602676724,127.05,84.036,45.2411052031225,47.4689765636463,5.2444,3.2144,2.92784951976821,0.868360443191157,1.29260041653641,1.15734922637259,10.678,1.6108,3.83464280474727,4.2108468316955,32.205316,12.855948,6.68955305690771,0.372926123057444,1.02310901383895,1.074335091387,99.97342,7.984052,35.8527232248741,27.071110522458,2.8,2.48,2.40224886796286,2.25247094279564,1.47013192040884,1.22983445694973,4,1.12,1.46969384566991,1.20399335546339,14.7,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0,0,0,Ba0.6K0.4Bi0.8Pb0.2O3
4,105.313925,58.9809377410468,73.0883762545777,33.9645663127026,1.12584817902596,1.31547181432501,188.3839,12.6426044077135,71.6959238182819,64.8585084156255,787.375,1047.38484848485,733.513183093207,978.311454766609,1.31211186553251,0.769848740339834,810.6,752.257024793388,315.724764430983,345.337875700047,150.5,100.903581267218,128.740025194666,79.5046252440345,1.25878050352551,1.34263053170882,205,18.5179063360882,72.5827114401219,74.2078761671977,6080.35725,2959.01246556474,854.262665195479,35.9148095478975,0.998141383301719,1.02760646125211,11848.571,1239.61012396694,4613.60013686521,4324.25457435579,74.6375,109.136639118457,48.3485238699581,83.7282817689503,1.05768348464572,0.611566836406569,127.05,86.198347107438,57.1542362275099,52.2839755407558,6.3805,3.483608815427,3.14406044539472,0.867715370306071,1.04418073353965,1.09369875176599,12.878,1.6668044077135,4.75542224728783,4.71113544374269,116.006645,62.4076597796143,9.6863760659405,0.535624345992953,0.483727931942032,0.43800719374042,399.97342,55.0799435261708,164.780030624066,135.683417088835,2.25,2.10468319559229,2.21336383940064,2.08671813980509,1.36892236074022,1.12793680414223,1,0.964187327823692,0.433012701892219,0.306144776458579,86.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0,0,0,Tl0.76Ba1Cu1O4.5
5,101.94881,55.9949749034749,78.5461001863507,36.4578625557113,1.43777711834587,1.45373894536255,135.9646,17.9445332046332,53.165785365782,50.5784887945974,726.82,996.66833976834,676.387828084617,927.034270478012,1.53118992697071,0.905745938570034,810.6,692.514671814672,305.559640005024,349.539734874759,184.8,116.633204633205,158.638187330958,90.6402652176439,1.49818285941196,1.44552978919635,205,33.3513513513513,78.6801118453704,81.7749089356214,4871.0858,3055.80938610039,1093.69348091663,68.5393962403698,1.33259098147145,0.942590330039035,8958.571,2074.90876061776,3018.39207815131,3697.38345224034,76.17,110.61583011583,58.7537238728356,89.8032971295384,1.40280858516607,0.826443684236444,127.05,75.2837837837838,47.3626815119246,47.2663620052005,7.5044,5.05196138996139,4.31329596667124,1.31608799777122,1.38439502216499,1.07781350609939,12.878,2.91560617760618,4.19950442790575,5.47006284845767,89.005316,96.5161954440154,8.09826104863735,1.09372389148219,0.438231105056554,0.198597710326273,399.97342,92.6498277220077,155.614439770348,166.777725504217,2.6,2.1003861003861,2.49146187923103,2.07740948389568,1.5649572502428,1.29381096485226,2,0.980694980694981,0.8,0.369649533433249,38.8,0.0,0,0.0,0.0,0.0,0.0,0.0,6.95,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.3,0.0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Eu0.7Pr0.3Ba2Cu3O6.95
7,105.463114285714,88.229695049505,78.1166812466696,68.646657243397,1.70856115106837,1.50135762065159,192.981,36.1072198019802,71.2221141265915,63.5810734386793,738.942857142857,721.679207920792,707.571377904226,698.278388617454,1.89769518950097,1.66942168661609,764.1,215.762376237624,245.745977192145,210.930094147787,151.285714285714,159.683168316832,139.262368544883,149.308657517918,1.88220003125537,1.56812260078483,171,41.8217821782178,49.5918031409981,47.7420732507356,5938.77557142857,5529.15138613861,1707.4842649579,2127.97188141449,1.62883852963181,1.286015009458,11338.571,2661.24465346535,4147.24891649295,3904.0617339677,61.7857142857143,69.3287128712871,33.207929590615,31.9652422652746,1.55270406699558,1.20331064531151,138.63,35.3128712871287,51.9265502848956,55.2513735981461,6.97028571428571,9.25762376237624,4.4336569443875,6.82067408421183,1.72202239884027,1.38545707369018,12.878,3.86910891089109,4.15223181689372,3.75759938862247,108.575225714286,168.279859405941,20.8427483272526,38.7954675519225,1.26115478461734,0.806554435280468,399.97342,118.80924950495,134.545766634119,165.74753519709,2.85714285714286,2.58415841584158,2.66709661118172,2.39692510984399,1.87406320769729,1.6350188170442,3,0.861386138613861,1.12485826771597,1.16268149212591,93.5,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,0,0,0,Bi1.8Pb0.2Sr2Ca2In0.1Cu3O
7,105.463114285714,92.43951,78.1166812466696,74.4714088335567,1.70856115106837,1.66074188945378,192.981,30.0137766666667,71.2221141265915,59.1328278168218,738.942857142857,695.763333333333,707.571377904226,673.919186164874,1.89769518950097,1.81150970889507,764.1,174.33,245.745977192145,202.527217073547,151.285714285714,159.1,139.262368544883,150.348671565446,1.88220003125537,1.72393881570554,171,33.9333333333333,49.5918031409981,43.8203529576535,5938.77557142857,5811.11908333333,1707.4842649579,2587.16943145246,1.62883852963181,1.48750951464845,11338.571,2239.88091666667,4147.24891649295,3640.2012539816,61.7857142857143,63.165,33.207929590615,31.7121461509907,1.55270406699558,1.36508701268971,138.63,29.365,51.9265502848956,52.6433462873831,6.97028571428571,8.308,4.4336569443875,6.06825881937112,1.72202239884027,1.51918297496237,12.878,3.2565,4.15223181689372,4.0838288406837,108.575225714286,154.618881666667,20.8427483272526,43.6761678898842,1.26115478461734,1.00964127163462,399.97342,99.997785,134.545766634119,155.288499759933,2.85714285714286,2.65,2.66709661118172,2.48362891140774,1.87406320769729,1.77474084211977,3,0.683333333333333,1.12485826771597,1.0774197572596,80.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.8,0,0,0,Bi1.8Pb0.2Sr2Ca2In2Cu3O
5,105.342852,56.9122835521236,80.2268988391991,36.6670896643362,1.42924183444457,1.46050735224491,152.93481,17.9445332046332,56.67615132441,52.4306725823497,735.24,998.944015444015,686.494809510022,930.757894226781,1.53497932332451,0.911613773159283,810.6,692.514671814672,301.03226803783,346.729865690111,183.0,116.146718146718,157.382318067786,90.4457674963843,1.49913731145543,1.44215169177742,205,33.3513513513513,77.6994208472624,81.1172092703428,5686.2858,3276.13371042471,1227.00482162185,70.7034244608673,1.32793114880363,1.02029291619573,9318.571,2074.90876061776,3518.08104072754,3935.01801367646,76.17,110.61583011583,58.7537238728356,89.8032971295384,1.40280858516607,0.826443684236444,127.05,75.2837837837838,47.3626815119246,47.2663620052005,9.0044,5.4573667953668,4.85483557759923,1.35883721651438,1.34770280537539,1.14795086060477,16.578,2.91560617760618,5.6588547816674,6.0201437020761,89.605316,96.6783576061776,8.41891159935983,1.1052628803659,0.457810241617619,0.206230345172527,399.97342,92.6498277220077,155.329609173008,166.698853940111,2.6,2.1003861003861,2.49146187923103,2.07740948389568,1.5649572502428,1.29381096485226,2,0.980694980694981,0.8,0.369649533433249,64.1,0.0,0,0.0,0.0,0.0,0.0,0.0,6.95,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Tm0.7Pr0.3Ba2Cu3O6.95
5,103.010254,68.7612363957597,76.2999078763091,39.0606251589244,1.38675643710796,1.30073965733809,192.981,32.0140116607774,66.1563516991654,72.4878718025126,770.22,1019.82614840989,727.84599924245,958.22503084393,1.54855091355837,0.941102045309699,772.0,713.988692579505,283.30936730013,334.467201572244,150.0,102.717314487633,133.562580313073,83.58017567727,1.51930994512839,1.49785003929369,171,24.0636042402827,58.7605309710523,65.7897761601678,5503.4858,3109.13703886926,1151.45104835832,57.2748918552059,1.29273156166767,1.11672659622115,9778.571,1727.11737809187,3719.63541998494,4078.8101950508,82.226,109.20035335689,55.188225779515,81.045179336698,1.38315051284497,0.848141109286689,135.97,78.6353356890459,48.9139356829932,47.8869924859048,7.7044,4.56033922261484,4.37216215684804,1.18289604654397,1.37628006610702,1.30320892959332,12.878,1.80185159010601,4.41294430510968,5.08235099025129,91.205316,42.1703167491166,8.27071908603348,0.585393910574158,0.484926962599432,0.565397694809921,399.97342,35.3208493286219,154.832782299613,112.010554977475,2.8,2.56537102473498,2.60517108469735,2.38539180917662,1.53177807879137,1.28812994395123,3,1.01060070671378,1.16619037896906,1.14271488154447,23.2,0.0,0,0.0,0.0,0.0,0.0,0.0,6.32,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,0,Bi2Sr1.6La0.4Cu1O6.32
6,103.903966666667,105.110937826685,73.2598601503117,85.855475494566,1.51145527510508,1.38010386080675,192.981,48.2732932599725,76.8179962097786,66.2496991473433,769.1,679.701100412655,736.138615188467,667.097234072485,1.74375279188803,1.61785749543612,764.1,175.43878954608,253.160212777074,148.566341866236,150.5,168.398899587345,136.652833253888,162.12906469821,1.71713704316059,1.49364554621595,171,58.46492434663,53.5249163162976,40.5331443353546,5710.23816666667,6156.58677166438,1339.97470162901,3742.25290523911,1.41211873118102,1.29840424774691,11338.571,2464.87127510316,4438.54485392268,3753.43170680159,67.0166666666667,63.792984869326,33.7005122489562,30.2970987705932,1.3964750196119,1.14344103903547,138.63,32.4525447042641,54.3527462252113,52.1344094581494,7.58866666666667,9.73327922971114,4.66680334835827,8.51617020644485,1.58243209909369,1.39500054919178,12.878,3.59560660247593,4.1758554679118,2.9724037740116,113.00443,150.496172847318,16.5886803937558,47.1526487506126,1.03022355465281,0.814663045303409,399.97342,110.040278321871,144.85279511096,165.142328438367,2.83333333333333,2.78404401650619,2.61532097202366,2.54979645704195,1.70747543516624,1.49811257403087,3,1.0949105914718,1.21335164821342,1.28641986948022,67.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.7,0,0,0,Bi1.7Pb0.3Sr2Ca1Cu2O0.27
5,88.45565,45.9680174242424,68.1937072787598,33.0497527771932,1.40628739247243,1.53230961221871,170.2076,9.0437803030303,55.5457041452712,37.4512157757004,796.32,1015.67803030303,758.396954569106,955.485475633504,1.55719920629006,0.946509240523884,764.1,698.984090909091,270.177670431884,331.465927522334,162.4,109.356060606061,143.452926654008,87.4328008522045,1.5176060923207,1.46643096289299,171,28.9090909090909,62.7840744138193,71.2284132717306,7416.6858,3048.50672727273,1259.17501798141,61.0885201270848,1.10813702720429,1.10859812565262,21018.571,1831.94781818182,7402.72307684723,4442.15556114727,63.206,105.961363636364,35.3904039768102,73.1050011339623,1.18621382943203,0.713747910648413,135.97,77.3636363636364,56.5210026804196,53.6136707291115,13.1444,5.62639393939394,6.14365202895241,1.32864840289504,1.24683527933016,1.32290373603834,32.778,2.55845454545455,10.8696184588053,6.91122587661111,100.005316,89.5144981818182,12.4874750699577,1.09214789674683,0.705136433628505,0.365746054923757,399.97342,81.8036836363636,150.872585028028,158.03256425261,3.2,2.18939393939394,2.78651802273122,2.12195136359661,1.45533303519283,1.3599065342715,5,0.931818181818182,1.93907194296653,0.779788003024052,44.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Y1Sr2Cu2.7Re0.3O7.2
5,70.40625,44.0063427480916,59.7259612643313,32.6811110164164,1.49751944868956,1.46446095354766,79.9606,11.5458015267176,29.3213604229749,31.6398741309098,781.46,1011.9358778626,742.932799711609,951.229448559768,1.55451159350102,0.941142378619504,764.1,698.611450381679,273.834677132024,332.987151843628,162.8,109.698473282443,143.756855071663,87.7646529594448,1.5174620687724,1.45416391170608,171,29.8091603053435,62.9520452408021,71.208734652421,5268.6858,2820.77449618321,1091.3352404657,61.8112807060024,1.26564063772179,0.990950985855922,10278.571,1880.14153435115,3849.16707214516,3673.64170011228,74.686,107.174427480916,47.9955237795755,75.4568030853938,1.32990874600447,0.760947649605429,135.97,76.2358778625954,51.3608370648299,52.1569092809469,13.7444,5.6489465648855,6.25150124263461,1.34440927084834,1.22153500625091,1.30793923244358,35.778,2.62967938931298,11.9756137813475,6.96889814558635,118.205316,93.2777647328244,15.4464736105108,1.15591799416319,0.874523092536186,0.420529763280143,399.97342,83.9550596946565,148.97819776947,159.577099210418,3.0,2.15267175572519,2.70192007704123,2.10657751317884,1.49436508345339,1.33572756739868,4,0.969465648854962,1.54919333848297,0.598640730586188,31.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Y1Sr2Cu2.75Mo0.25O7.1
